date,max_lifespan,n_bars,total_persistence
2018-06-30,0.06520944833755493,5,0.13961613178253174
2018-07-31,0.06520944833755493,5,0.13961613178253174
2018-08-31,0.06520944833755493,6,0.1991325318813324
2018-09-30,0.06520944833755493,6,0.1991325318813324
2018-10-31,0.06520944833755493,5,0.164378821849823
2018-11-30,0.06520944833755493,6,0.2234991192817688
2018-12-31,0.06520944833755493,7,0.2850426137447357
2019-01-31,0.06520944833755493,7,0.2850426137447357
2019-02-28,0.06520944833755493,6,0.2798859477043152
2019-03-31,0.06520944833755493,6,0.2798859477043152
2019-04-30,0.06520944833755493,6,0.2798859477043152
2019-05-31,0.06520944833755493,7,0.33490675687789917
2019-06-30,0.06520944833755493,6,0.3318941295146942
2019-07-31,0.06520944833755493,6,0.33494117856025696
2019-08-31,0.06520944833755493,5,0.27396759390830994
2019-09-30,0.06520944833755493,5,0.27396759390830994
2019-10-31,0.06520944833755493,5,0.27396759390830994
2019-11-30,0.06520944833755493,5,0.27396759390830994
2019-12-31,0.09428545832633972,3,0.22103840112686157
2020-01-31,0.06520944833755493,2,0.12675294280052185
2020-02-29,0.06154349446296692,1,0.06154349446296692
2020-03-31,0.06154349446296692,1,0.06154349446296692
2020-04-30,0.06154349446296692,1,0.06154349446296692
2020-05-31,0.06154349446296692,1,0.06154349446296692
2020-06-30,0.06154349446296692,1,0.06154349446296692
2020-07-31,0.0,0,0.0
2020-08-31,0.0,0,0.0
2020-09-30,0.0,0,0.0
2020-10-31,0.0,0,0.0
2020-11-30,0.0,0,0.0
2020-12-31,0.0,0,0.0
2021-01-31,0.0,0,0.0
2021-02-28,0.0,0,0.0
2021-03-31,0.0,0,0.0
2021-04-30,0.0,0,0.0
2021-05-31,0.0,0,0.0
2021-06-30,0.0,0,0.0
2021-07-31,0.0,0,0.0
2021-08-31,0.03887370228767395,1,0.03887370228767395
2021-09-30,0.04545477032661438,1,0.04545477032661438
2021-10-31,0.04545477032661438,1,0.04545477032661438
2021-11-30,0.04545477032661438,1,0.04545477032661438
2021-12-31,0.04545477032661438,1,0.04545477032661438
2022-01-31,0.04545477032661438,2,0.048766881227493286
2022-02-28,0.04545477032661438,2,0.048766881227493286
2022-03-31,0.04545477032661438,2,0.048766881227493286
