,M2_over_GDP,omega
2011-09-01,0.6074104069649727,15.849111848526256
2011-10-01,0.6082725060827251,15.802016498625116
2011-11-01,0.6090133982947625,15.817028985507246
2011-12-01,0.6097560975609756,14.493653293801536
2012-01-01,0.6105006105006106,15.64606235357722
2012-02-01,0.611870283499898,13.80863344443541
2012-03-01,0.6132461161079313,13.556856051369586
2012-04-01,0.6146281499692686,13.954092318002848
2012-05-01,0.6170300287947347,15.32357851320829
2012-06-01,0.6194507536650836,16.370711725550432
2012-07-01,0.6218905472636815,15.39820473644003
2012-08-01,0.6252605252188411,14.730236206746271
2012-09-01,0.6286672254819782,15.749576384553643
2012-10-01,0.6321112515802781,15.860477992064224
2012-11-01,0.6323777403035412,15.425436229537686
2012-12-01,0.6326444538169549,15.07912245998921
2013-01-01,0.6329113924050632,14.385873799013243
2013-02-01,0.6342494714587738,14.21735604217356
2013-03-01,0.635593220338983,14.50149959102063
2013-04-01,0.6369426751592356,14.511655355562114
2013-05-01,0.6369426751592356,13.858527325407133
2013-06-01,0.6369426751592356,12.091861717755362
2013-07-01,0.6369426751592356,12.28359592215014
2013-08-01,0.6381620931716656,12.210249671484886
2013-09-01,0.639386189258312,12.260267651130595
2013-10-01,0.6406149903907752,12.154792508262943
2013-11-01,0.6439150032195751,11.397869046534923
2013-12-01,0.6472491909385114,10.801117419122283
2014-01-01,0.6506180871828238,11.699106723084157
2014-02-01,0.6494912318683699,12.152478695134244
2014-03-01,0.6483682731791658,11.928505106778088
2014-04-01,0.6472491909385114,11.950249676345477
2014-05-01,0.646551724137931,11.413837166849214
2014-06-01,0.6458557588805167,11.823765020026704
2014-07-01,0.6451612903225806,12.15348176219801
2014-08-01,0.6468305304010349,12.471387002909797
2014-09-01,0.648508430609598,12.770906015435036
2014-10-01,0.6501950585175552,13.650959860383944
2014-11-01,0.6527415143603134,16.84141162688534
2014-12-01,0.655307994757536,20.778162911611787
2015-01-01,0.6578947368421053,24.442751000190512
2015-02-01,0.6571741511500547,19.51752975233194
2015-03-01,0.6564551422319476,21.50336302490457
2015-04-01,0.6557377049180328,17.749437359339833
2015-05-01,0.6565988181221274,18.220455587830607
2015-06-01,0.6574621959237344,18.515415019762845
2015-07-01,0.6583278472679395,21.157487922705315
2015-08-01,0.6613756613756614,21.494122108456576
2015-09-01,0.6644518272425249,23.01960784313725
2015-10-01,0.6675567423230975,23.08998988877654
2015-11-01,0.6715916722632639,23.887766554433224
2015-12-01,0.6756756756756757,28.409334763948493
2016-01-01,0.6798096532970768,31.17679866146124
2016-02-01,0.681044267877412,34.47346485134759
2016-03-01,0.6822833750284285,31.139752337629517
2016-04-01,0.683526999316473,26.940857975843397
2016-05-01,0.6847751654873316,24.471511979061805
2016-06-01,0.686027898467871,26.48838141025641
2016-07-01,0.6872852233676976,31.19389171679778
2016-08-01,0.6885471654808354,27.76503080518377
2016-09-01,0.6898137502874224,26.82429677945373
2016-10-01,0.691085003455425,26.33974756879785
2016-11-01,0.692201199815413,23.18866428854538
2016-12-01,0.6933210076265311,20.21418539325843
2017-01-01,0.6944444444444444,21.723209477652127
2017-02-01,0.6954102920723227,22.411067193675898
2017-03-01,0.6963788300835655,23.602649006622517
2017-04-01,0.697350069735007,24.4284064665127
2017-05-01,0.6967022758941013,25.21868787276342
2017-06-01,0.6960556844547564,25.87437395659433
2017-07-01,0.6954102920723227,24.080197643481565
2017-08-01,0.6939625260235947,25.218720152817575
2017-09-01,0.6925207756232687,22.328981723237597
2017-10-01,0.691085003455425,20.67829773357248
2017-11-01,0.689496667432774,20.058212712397737
2017-12-01,0.687915615684476,19.580577269993988
2018-01-01,0.6863417982155113,19.48435689455388
2018-02-01,0.6855575868372943,20.062404870624047
2018-03-01,0.6847751654873316,18.84243458475541
2018-04-01,0.6839945280437757,17.470744680851062
2018-05-01,0.6838386140870755,16.726804123711343
2018-06-01,0.6836827711941659,15.756736338453791
2018-07-01,0.683526999316473,16.47676767676768
2018-08-01,0.6838386140870754,15.50904392764858
2018-09-01,0.6841505131128849,14.3548970003614
2018-10-01,0.6844626967830253,16.067787634052692
2018-11-01,0.6854009595613434,20.819420783645658
2018-12-01,0.6863417982155113,23.5304922850845
2019-01-01,0.6872852233676976,21.33301017935046
2019-02-01,0.6869704602702084,19.896891584533737
2019-03-01,0.6866559853513389,19.007509939625976
2019-04-01,0.6863417982155113,17.62742134908641
2019-05-01,0.6872852233676976,20.20585048754063
2019-06-01,0.6882312456985547,21.22566909975669
2019-07-01,0.6891798759476223,21.66973603437692
2019-08-01,0.6918819188191881,25.20788471094915
2019-09-01,0.694605232692753,24.220138203356367
2019-10-01,0.697350069735007,25.099667774086377
2019-11-01,0.704721634954193,23.41443893068673
2019-12-01,0.7122507122507123,22.93121693121693
2020-01-01,0.7199424046076314,27.31728288907997
2020-02-01,0.7680491551459293,31.272657889715703
2020-03-01,0.8230452674897121,69.54665492957747
2020-04-01,0.8865248226950355,66.80253264740799
2020-05-01,0.8741258741258742,46.23638778220452
2020-06-01,0.8620689655172414,43.09934418265728
2020-07-01,0.8503401360544218,45.58327558327559
2020-08-01,0.8534850640113798,43.076416337285906
2020-09-01,0.8566533409480297,46.05475433879247
2020-10-01,0.8598452278589853,50.05602988260406
2020-11-01,0.861573808156232,37.32927085522168
2020-12-01,0.8633093525179857,36.46118281641303
2021-01-01,0.8650519031141869,33.813343055049216
2021-02-01,0.8668015024559377,26.573351690377844
2021-03-01,0.8685581933989578,26.854851391728257
2021-04-01,0.8703220191470844,26.290946992257297
2021-05-01,0.8698173383589447,27.519826964671957
2021-06-01,0.8693132425383946,23.55573312025569
2021-07-01,0.8688097306689835,23.726927608325695
2021-08-01,0.8658008658008658,24.753873577402985
2021-09-01,0.8628127696289905,22.2881463600559
2021-10-01,0.8598452278589853,21.370027640908543
2021-11-01,0.8595988538681948,25.266305895756197
2021-12-01,0.8593526210254941,23.52857878475798
2022-01-01,0.859106529209622,19.697501096010523
2022-02-01,0.8527572484366118,18.909036860879905
2022-03-01,0.8465011286681715,17.958236658932716
2022-04-01,0.8403361344537815,17.40639269406393
2022-05-01,0.8337965536409115,14.908943089430894
2022-06-01,0.8273579702151131,15.721976209082229
2022-07-01,0.8210180623973727,17.023026315789473
2022-08-01,0.8134490238611713,17.692945198383924
2022-09-01,0.8060182697474476,18.875753097646925
2022-10-01,0.7987220447284346,17.123057538849224
2022-11-01,0.7911392405063291,20.745254277009607
2022-12-01,0.7836990595611285,21.13301635161777
2023-01-01,0.7763975155279503,22.82871357498223
2023-02-01,0.7694280584765324,21.780135924645283
2023-03-01,0.762582613116421,24.69349379465965
2023-04-01,0.7558578987150416,24.987443495730787
2023-05-01,0.7507507507507507,27.098374207770735
2023-06-01,0.7457121551081283,25.499332443257675
2023-07-01,0.7407407407407407,22.9844462635949
2023-08-01,0.7371007371007371,22.329224743693125
2023-09-01,0.7334963325183373,19.37585230252806
2023-10-01,0.7299270072992701,22.69160375200183
2023-11-01,0.7292173067574136,24.649897206433668
2023-12-01,0.7285089849441476,26.871261378413525
2024-01-01,0.727802037845706,24.885197850512945
2024-02-01,0.7256894049346879,24.43328550932568
2024-03-01,0.7235890014471781,25.81406052237947
2024-04-01,0.7215007215007215,26.114019116977698
2024-05-01,0.7204610951008646,28.513115959794067
2024-06-01,0.7194244604316548,27.295457213287943
2024-07-01,0.7183908045977012,30.292260061919503
2024-08-01,0.7182188173330142,31.70663621367847
2024-09-01,0.7180469123982767,36.63881927039822
2024-10-01,0.7178750897343862,37.56734582250787
2024-11-01,0.7180469123982767,36.31752125034275
2024-12-01,0.7182188173330142,35.12700534759358
2025-01-01,0.7183908045977012,36.60325732899023
2025-02-01,0.7180469123982768,38.90573770491803
2025-03-01,0.7177033492822966,41.891132807275646
2025-04-01,0.7173601147776184,51.8253842497227
2025-05-01,0.715307582260372,51.46925363792834
2025-06-01,0.7132667617689016,48.95149364093463
2025-07-01,0.7112375533428166,45.35117979853732
2025-08-01,0.7105637138796779,51.542340204656675
2025-09-01,0.7098911500236631,57.29898749255509
2025-10-01,0.7092198581560284,61.41561635413464
