,omega,omega_pred,delta_omega,M2_GDP
2015-05-01,18.220455587830607,19.044681827665435,-0.8242262398348288,0.6565988181221274
2015-06-01,18.515415019762845,19.095314585033726,-0.5798995652708818,0.6574621959237344
2015-07-01,21.157487922705315,19.146080674218645,2.0114072484866696,0.6583278472679395
2015-08-01,21.494122108456576,19.3248196132239,2.1693024952326745,0.6613756613756614
2015-09-01,23.01960784313725,19.505221240033855,3.5143866031033966,0.6644518272425249
2015-10-01,23.08998988877654,19.68730886335605,3.4026810254204882,0.6675567423230975
2015-11-01,23.887766554433224,19.92393717170289,3.963829382730335,0.6715916722632639
2015-12-01,28.409334763948493,20.163443391908004,8.24589137204049,0.6756756756756757
2016-01-01,31.17679866146124,20.40588034764248,10.770918313818761,0.6798096532970768
2016-02-01,34.47346485134759,20.47828427136291,13.995180579984684,0.681044267877412
2016-03-01,31.139752337629517,20.550951661715025,10.588800675914491,0.6822833750284285
2016-04-01,26.940857975843397,20.62388395939127,6.316974016452125,0.683526999316473
2016-05-01,24.471511979061805,20.697082615607307,3.774429363454498,0.6847751654873316
2016-06-01,26.48838141025641,20.77054909219825,5.717832318058157,0.686027898467871
2016-07-01,31.19389171679778,20.844284861715984,10.349606855081795,0.6872852233676976
2016-08-01,27.76503080518377,20.918291407527562,6.846739397656208,0.6885471654808354
2016-09-01,26.82429677945373,20.992570223914676,5.831726555539053,0.6898137502874224
2016-10-01,26.33974756879785,21.067122816174212,5.2726247526236385,0.691085003455425
2016-11-01,23.18866428854538,21.132582107999227,2.056082180546152,0.692201199815413
2016-12-01,20.21418539325843,21.198253193234365,-0.9840677999759357,0.6933210076265311
2017-01-01,21.723209477652127,21.264137101430897,0.4590723762212292,0.6944444444444444
2017-02-01,22.411067193675898,21.320779197748493,1.0902879959274046,0.6954102920723227
2017-03-01,23.602649006622517,21.37757907149315,2.2250699351293655,0.6963788300835655
2017-04-01,24.4284064665127,21.434537382821475,2.9938690836912265,0.697350069735007
2017-05-01,25.21868787276342,21.396547538386976,3.8221403343764457,0.6967022758941013
2017-06-01,25.87437395659433,21.358628208744932,4.515745747849397,0.6960556844547564
2017-07-01,24.080197643481565,21.320779197748493,2.759418445733072,0.6954102920723227
2017-08-01,25.218720152817575,21.235875014510462,3.9828451383071126,0.6939625260235947
2017-09-01,22.328981723237597,21.151323618737422,1.1776581045001748,0.6925207756232687
2017-10-01,20.67829773357248,21.067122816174212,-0.38882508260173054,0.691085003455425
2017-11-01,20.058212712397737,20.97397491231972,-0.915762199921982,0.689496667432774
2017-12-01,19.580577269993988,20.88125419444942,-1.3006769244554306,0.687915615684476
2018-01-01,19.48435689455388,20.788957730607358,-1.3046008360534778,0.6863417982155113
2018-02-01,20.062404870624047,20.74296768503889,-0.680562814414845,0.6855575868372943
2018-03-01,18.84243458475541,20.697082615607307,-1.854648030851898,0.6847751654873316
2018-04-01,17.470744680851062,20.65130216329709,-3.1805574824460265,0.6839945280437757
2018-05-01,16.726804123711343,20.642158595411473,-3.9153544717001303,0.6838386140870755
2018-06-01,15.756736338453791,20.63301919505907,-4.876282856605279,0.6836827711941659
2018-07-01,16.47676767676768,20.62388395939127,-4.1471162826235926,0.683526999316473
2018-08-01,15.50904392764858,20.642158595411466,-5.133114667762886,0.6838386140870754
2018-09-01,14.3548970003614,20.660449901567148,-6.305552901205749,0.6841505131128849
2018-10-01,16.067787634052692,20.678757900678477,-4.610970266625785,0.6844626967830253
2018-11-01,20.819420783645658,20.733782284573742,0.08563849907191567,0.6854009595613434
2018-12-01,23.5304922850845,20.788957730607358,2.7415345544771412,0.6863417982155113
2019-01-01,21.33301017935046,20.844284861715984,0.4887253176344757,0.6872852233676976
2019-02-01,19.896891584533737,20.825825592188785,-0.9289340076550481,0.6869704602702084
2019-03-01,19.007509939625976,20.807383222885463,-1.7998732832594868,0.6866559853513389
2019-04-01,17.62742134908641,20.788957730607358,-3.1615363815209463,0.6863417982155113
2019-05-01,20.20585048754063,20.844284861715984,-0.638434374175354,0.6872852233676976
2019-06-01,21.22566909975669,20.899764304266057,0.3259047954906329,0.6882312456985547
2019-07-01,21.66973603437692,20.955396688077478,0.7143393462994432,0.6891798759476223
2019-08-01,25.20788471094915,21.11385788647759,4.094026824471559,0.6918819188191881
2019-09-01,24.220138203356367,21.27356652195703,2.9465716813993375,0.694605232692753
2019-10-01,25.099667774086377,21.434537382821475,3.6651303912649027,0.697350069735007
2019-11-01,23.41443893068673,21.86684253645506,1.5475963942316717,0.704721634954193
2019-12-01,22.93121693121693,22.308384979696214,0.6228319515207161,0.7122507122507123
2020-01-01,27.31728288907997,22.759463976787053,4.557818912292916,0.7199424046076314
2020-02-01,31.272657889715703,25.58068247840778,5.691975411307922,0.7680491551459293
2020-03-01,69.54665492957747,28.805927333347036,40.740727596230435,0.8230452674897121
