date,window,Au/USD_vol,Au/USD_z,Au/USD_ratio,Au/USD_state,Au/Equity_vol,Au/Equity_z,Au/Equity_ratio,Au/Equity_state,Au/Commodity_vol,Au/Commodity_z,Au/Commodity_ratio,Au/Commodity_state,USD/Equity_vol,USD/Equity_z,USD/Equity_ratio,USD/Equity_state,USD/Commodity_vol,USD/Commodity_z,USD/Commodity_ratio,USD/Commodity_state,Equity/Commodity_vol,Equity/Commodity_z,Equity/Commodity_ratio,Equity/Commodity_state
2019-12-11,baseline,0.006561,-0.63,0.92,normal,0.008934,-0.43,0.945,normal,0.021272,1.15,1.285,normal,0.004318,-0.5,0.867,normal,0.018713,1.15,1.163,normal,0.018005,0.94,1.129,normal
2019-12-12,baseline,0.006568,-0.62,0.921,normal,0.009089,-0.3,0.961,normal,0.021323,1.16,1.288,normal,0.004429,-0.41,0.89,normal,0.018722,1.16,1.163,normal,0.018004,0.94,1.129,normal
2019-12-13,baseline,0.006529,-0.66,0.915,normal,0.009087,-0.3,0.961,normal,0.021119,1.11,1.275,normal,0.004422,-0.42,0.888,normal,0.018978,1.27,1.179,normal,0.018211,1.03,1.142,normal
2019-12-16,baseline,0.006511,-0.68,0.913,normal,0.008934,-0.43,0.945,normal,0.020729,1.02,1.252,normal,0.004324,-0.49,0.869,normal,0.018642,1.12,1.158,normal,0.018193,1.02,1.141,normal
2019-12-17,baseline,0.006467,-0.73,0.907,normal,0.008909,-0.45,0.942,normal,0.020424,0.94,1.233,normal,0.004358,-0.47,0.875,normal,0.018434,1.03,1.145,normal,0.017991,0.93,1.128,normal
2019-12-18,baseline,0.006522,-0.67,0.914,normal,0.008877,-0.47,0.939,normal,0.018285,0.42,1.104,normal,0.004405,-0.43,0.885,normal,0.016156,0.03,1.004,normal,0.015938,-0.0,0.999,normal
2019-12-19,baseline,0.006563,-0.63,0.92,normal,0.008803,-0.53,0.931,normal,0.017176,0.15,1.037,normal,0.004228,-0.56,0.849,normal,0.014981,-0.49,0.931,normal,0.014097,-0.84,0.884,normal
2019-12-20,baseline,0.006439,-0.76,0.903,normal,0.00886,-0.49,0.937,normal,0.01576,-0.19,0.952,normal,0.004122,-0.64,0.828,normal,0.014597,-0.66,0.907,normal,0.01326,-1.22,0.831,freeze
2019-12-23,baseline,0.006489,-0.71,0.91,normal,0.008954,-0.41,0.947,normal,0.015515,-0.25,0.937,normal,0.004077,-0.68,0.819,normal,0.014075,-0.89,0.874,normal,0.012857,-1.41,0.806,freeze
2019-12-24,baseline,0.006716,-0.46,0.942,normal,0.008989,-0.38,0.95,normal,0.015482,-0.26,0.935,normal,0.003937,-0.78,0.791,normal,0.01419,-0.84,0.882,normal,0.012974,-1.35,0.814,freeze
2019-12-26,baseline,0.00683,-0.33,0.958,normal,0.008997,-0.38,0.951,normal,0.01545,-0.27,0.933,normal,0.00403,-0.71,0.81,normal,0.01421,-0.83,0.883,normal,0.012947,-1.36,0.812,freeze
2019-12-27,baseline,0.006771,-0.4,0.949,normal,0.008778,-0.56,0.928,normal,0.015468,-0.27,0.934,normal,0.004183,-0.6,0.84,normal,0.014139,-0.86,0.878,normal,0.012821,-1.42,0.804,freeze
2019-12-30,baseline,0.006569,-0.62,0.921,normal,0.00845,-0.82,0.893,normal,0.015331,-0.3,0.926,normal,0.004273,-0.53,0.858,normal,0.014152,-0.86,0.879,normal,0.012823,-1.42,0.804,freeze
2019-12-31,baseline,0.006643,-0.54,0.931,normal,0.00833,-0.92,0.881,normal,0.013095,-0.84,0.791,normal,0.004094,-0.67,0.822,normal,0.011355,-2.09,0.705,freeze,0.011089,-2.21,0.695,freeze
2020-01-02,baseline,0.00632,-0.89,0.886,normal,0.007315,-1.75,0.773,freeze,0.012943,-0.88,0.782,normal,0.003634,-1.01,0.73,freeze,0.01155,-2.0,0.718,freeze,0.011184,-2.17,0.701,freeze
