# artifact=p124-s8-final-recon-c3-2308-ledger-20260719.tsv
# inputs=/tmp/c_m.txt,/tmp/c_v3.txt,/tmp/p92_ckpt_dump_v3.txt,/tmp/p125_audit.out
# total_deleted_cert=2308 unique_lost_terminal=358 expected=2308/358
# deleted_cert_by_old_terminal_class type1=44 type2=1417 type3=847
# unique_lost_terminal_by_old_class type1=8 type2=220 type3=130
# semantic_reason_rows S8_P1_TREND_TYPE1_REQUIRED=2264 S8_P3_TREND_OWNER_B_GATE_INFERRED=44
# turn_class_deleted ExecEvidenceOnly=1107 NestedConfirmed=1166 XiaozhuandaCandidate=35
# terminal_multiplicity 2:1 3:21 4:33 5:59 6:80 7:61 8:19 9:83 10:1
# invariants map_missing=0 nontrend=0 cert_turn_pair_bad=0
# authority_gap=main_repo_missing_requested_rulings_and_p124_source; type1_drop_owner_reason_is_inferred_because_p125_owner_readback_was_not_done
v3_cert_line	v3_turn_line	p125_line	caliber	exec	top	side	bucket	kinds	judge_at	ids	terminal_key	terminal_kind	old_terminal_class	old_terminal_bits	turn_class	confirmed_vec	semantic_reason_code	reason_strength	authority_status
69122	69123	75	A	1	2	Long	trend	Trend,Trend	1401985,1398429	2:1390041:1387783-1390041|1:1394202:1390066-1394202	1:1394202:1390066-1394202	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69124	69125	76	A	1	2	Long	mixed	Consolidation,Trend	1468328,1475874	2:1457173:1456880-1457173|1:1475657:1462820-1475657	1:1475657:1462820-1475657	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69126	69127	77	A	1	2	Long	mixed	Consolidation,Trend	1479575,1480920	2:1469464:1468963-1469464|1:1480876:1476085-1480876	1:1480876:1476085-1480876	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69128	69129	79	A	1	2	Long	mixed	Consolidation,Trend	1600116,1599385	2:1575325:1574882-1575325|1:1599360:1596890-1599360	1:1599360:1596890-1599360	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69130	69131	80	A	1	2	Long	trend	Trend,Trend	1623281,1617067	2:1600391:1599062-1600391|1:1616331:1615935-1616331	1:1616331:1615935-1616331	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69132	69133	81	A	1	2	Long	trend	Trend,Trend	4613496,1625762	2:4613433:1622882-4613433|1:1625730:1622498-1625730	1:1625730:1622498-1625730	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69134	69135	82	A	1	2	Long	mixed	Consolidation,Trend	1751906,1735114	2:1728496:1727436-1728496|1:1735059:1724644-1735059	1:1735059:1724644-1735059	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69136	69137	83	A	1	2	Long	mixed	Consolidation,Trend	1751906,1741690	2:1728496:1727436-1728496|1:1738146:1735242-1738146	1:1738146:1735242-1738146	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69138	69139	84	A	1	2	Long	mixed	Consolidation,Trend	1801262,1792321	2:1782899:1781310-1782899|1:1791379:1789259-1791379	1:1791379:1789259-1791379	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69140	69141	85	A	1	2	Long	mixed	Consolidation,Trend	1821107,1812441	2:1801951:1801224-1801951|1:1809846:1809569-1809846	1:1809846:1809569-1809846	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69142	69143	86	A	1	2	Long	mixed	Consolidation,Trend	1904933,1890250	2:1881966:1881620-1881966|1:1887327:1884654-1887327	1:1887327:1884654-1887327	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69144	69145	87	A	1	2	Long	mixed	Consolidation,Trend	1926477,1919453	2:1918604:1918203-1918604|1:1919313:1917642-1919313	1:1919313:1917642-1919313	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69146	69147	88	A	1	2	Long	mixed	Consolidation,Trend	1926477,1921335	2:1918604:1918203-1918604|1:1921268:1919489-1921268	1:1921268:1919489-1921268	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69148	69149	89	A	1	2	Long	trend	Trend,Trend	4613496,1928978	2:4613433:1923232-4613433|1:1928690:1922320-1928690	1:1928690:1922320-1928690	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69150	69151	91	A	1	2	Long	trend	Trend,Trend	1967332,1963008	2:1963252:1958258-1963252|1:1962926:1957516-1962926	1:1962926:1957516-1962926	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69152	69153	92	A	1	2	Long	trend	Trend,Trend	1996345,1979711	2:1973211:1967243-1973211|1:1979302:1977789-1979302	1:1979302:1977789-1979302	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69156	69157	94	A	1	2	Long	trend	Trend,Trend	2055557,2038016	2:2054980:2015512-2054980|1:2037965:2036114-2037965	1:2037965:2036114-2037965	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69158	69159	95	A	1	2	Long	trend	Trend,Trend	2055557,2046488	2:2054980:2015512-2054980|1:2046353:2038669-2046353	1:2046353:2038669-2046353	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69160	69161	96	A	1	2	Long	trend	Trend,Trend	4613496,2052664	2:4613433:2051261-4613433|1:2050169:2049148-2050169	1:2050169:2049148-2050169	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69164	69165	99	A	1	2	Long	mixed	Consolidation,Trend	2116070,2099473	2:2096390:2095981-2096390|1:2096311:2095063-2096311	1:2096311:2095063-2096311	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69166	69167	100	A	1	2	Long	trend	Trend,Trend	4613496,2147269	2:4613433:2147186-4613433|1:2147122:2146071-2147122	1:2147122:2146071-2147122	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69170	69171	102	A	1	2	Long	mixed	Consolidation,Trend	2257601,2301534	2:2247034:2246747-2247034|1:2301359:2252993-2301359	1:2301359:2252993-2301359	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69172	69173	105	A	1	2	Long	mixed	Consolidation,Trend	2343987,2340810	2:2339433:2338685-2339433|1:2340725:2335988-2340725	1:2340725:2335988-2340725	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69176	69177	107	A	1	2	Long	trend	Trend,Trend	2404192,2389510	2:2385323:2383788-2385323|1:2382706:2382051-2382706	1:2382706:2382051-2382706	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69180	69181	109	A	1	2	Long	trend	Trend,Trend	4613496,2459486	2:4613433:2438872-4613433|1:2459438:2446964-2459438	1:2459438:2446964-2459438	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69182	69183	110	A	1	2	Long	trend	Trend,Trend	2508683,2490801	2:2481540:2479916-2481540|1:2490535:2487458-2490535	1:2490535:2487458-2490535	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69184	69185	111	A	1	2	Long	mixed	Consolidation,Trend	2520936,2513729	2:2511070:2510734-2511070|1:2513652:2511227-2513652	1:2513652:2511227-2513652	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69186	69187	112	A	1	2	Long	trend	Trend,Trend	2564622,2536807	2:2532644:2530734-2532644|1:2530071:2528803-2530071	1:2530071:2528803-2530071	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69188	69189	113	A	1	2	Long	trend	Trend,Trend	4613496,2592076	2:4613433:2571389-4613433|1:2589576:2588042-2589576	1:2589576:2588042-2589576	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69196	69197	117	A	1	2	Long	mixed	Consolidation,Trend	2712085,2672869	2:2660901:2660648-2660901|1:2672592:2668906-2672592	1:2672592:2668906-2672592	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69198	69199	118	A	1	2	Long	mixed	Consolidation,Trend	2712085,2699703	2:2660901:2660648-2660901|1:2699551:2695623-2699551	1:2699551:2695623-2699551	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69204	69205	122	A	1	2	Long	trend	Trend,Trend	4613496,2760939	2:4613433:2744383-4613433|1:2760876:2743192-2760876	1:2760876:2743192-2760876	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69206	69207	123	A	1	2	Long	trend	Trend,Trend	4613496,2759246	2:4613433:2744383-4613433|1:2759079:2750201-2759079	1:2759079:2750201-2759079	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69208	69209	125	A	1	2	Long	mixed	Consolidation,Trend	2816832,2796219	2:2796607:2796467-2796607|1:2794886:2794696-2794886	1:2794886:2794696-2794886	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69210	69211	126	A	1	2	Long	mixed	Consolidation,Trend	2816832,2804644	2:2796607:2796467-2796607|1:2804518:2803433-2804518	1:2804518:2803433-2804518	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69212	69213	127	A	1	2	Long	mixed	Consolidation,Trend	2901189,2893094	2:2892431:2891950-2892431|1:2893058:2890015-2893058	1:2893058:2890015-2893058	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69214	69215	129	A	1	2	Long	trend	Trend,Trend	4613496,3006488	2:4613433:3003259-4613433|1:3001588:3001146-3001588	1:3001588:3001146-3001588	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69216	69217	130	A	1	2	Long	mixed	Consolidation,Trend	3014302,3025535	2:3004809:3003907-3004809|1:3025439:3007152-3025439	1:3025439:3007152-3025439	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69220	69221	132	A	1	2	Long	trend	Trend,Trend	4613496,3123624	2:4613433:3113284-4613433|1:3123468:3112678-3123468	1:3123468:3112678-3123468	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69224	69225	134	A	1	2	Long	trend	Trend,Trend	4613496,3216970	2:4613433:3168397-4613433|1:3215470:3214143-3215470	1:3215470:3214143-3215470	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69226	69227	135	A	1	2	Long	trend	Trend,Trend	4613496,3336010	2:4613433:3316275-4613433|1:3335503:3333681-3335503	1:3335503:3333681-3335503	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69228	69229	138	A	1	2	Long	mixed	Consolidation,Trend	3480747,3476429	2:3472260:3471663-3472260|1:3475564:3475111-3475564	1:3475564:3475111-3475564	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69230	69231	139	A	1	2	Long	mixed	Consolidation,Trend	3532342,3530616	2:3526954:3526513-3526954|1:3530006:3529528-3530006	1:3530006:3529528-3530006	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69232	69233	140	A	1	2	Long	mixed	Consolidation,Trend	3573206,3566135	2:3558228:3557701-3558228|1:3562274:3557171-3562274	1:3562274:3557171-3562274	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69234	69235	141	A	1	2	Long	trend	Trend,Trend	3578212,3577261	2:3578124:3573134-3578124|1:3577164:3572409-3577164	1:3577164:3572409-3577164	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69236	69237	142	A	1	2	Long	mixed	Consolidation,Trend	3599087,3595315	2:3587485:3587191-3587485|1:3591573:3590964-3591573	1:3591573:3590964-3591573	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69238	69239	145	A	1	2	Long	mixed	Consolidation,Trend	3793579,3790596	2:3782246:3781735-3782246|1:3786553:3786007-3786553	1:3786553:3786007-3786553	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69240	69241	146	A	1	2	Long	mixed	Consolidation,Trend	3842612,3816920	2:3806922:3806605-3806922|1:3816847:3815713-3816847	1:3816847:3815713-3816847	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69242	69243	149	A	1	2	Long	trend	Trend,Trend	3936066,3949943	2:3919022:3918076-3919022|1:3949779:3918747-3949779	1:3949779:3918747-3949779	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69244	69245	151	A	1	2	Long	mixed	Consolidation,Trend	3976541,4009576	2:3966505:3966166-3966505|1:4009418:3970111-4009418	1:4009418:3970111-4009418	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69246	69247	152	A	1	2	Long	trend	Trend,Trend	4010680,3983040	2:4009316:3972825-4009316|1:3980913:3979027-3980913	1:3980913:3979027-3980913	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69250	69251	154	A	1	2	Long	trend	Trend,Trend	4613496,4014513	2:4613433:3997480-4613433|1:4011952:4011711-4011952	1:4011952:4011711-4011952	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69252	69253	155	A	1	2	Long	mixed	Consolidation,Trend	4088542,4078331	2:4060314:4059866-4060314|1:4076561:4076088-4076561	1:4076561:4076088-4076561	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69254	69255	156	A	1	2	Long	mixed	Consolidation,Trend	4088542,4085170	2:4060314:4059866-4060314|1:4085134:4083334-4085134	1:4085134:4083334-4085134	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69256	69257	157	A	1	2	Long	trend	Trend,Trend	4147385,4116864	2:4119711:4108066-4119711|1:4116818:4105513-4116818	1:4116818:4105513-4116818	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69258	69259	158	A	1	2	Long	trend	Trend,Trend	4147385,4118256	2:4119711:4108066-4119711|1:4118127:4116576-4118127	1:4118127:4116576-4118127	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69262	69263	160	A	1	2	Long	mixed	Consolidation,Trend	4221065,4211945	2:4195796:4195294-4195796|1:4209524:4208614-4209524	1:4209524:4208614-4209524	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69266	69267	162	A	1	2	Long	trend	Trend,Trend	4263281,4253598	2:4256557:4251834-4256557|1:4253457:4251403-4253457	1:4253457:4251403-4253457	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69268	69269	163	A	1	2	Long	mixed	Consolidation,Trend	4281852,4286706	2:4277541:4277222-4277541|1:4286567:4278467-4286567	1:4286567:4278467-4286567	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69272	69273	165	A	1	2	Long	mixed	Consolidation,Trend	4336269,4307228	2:4305440:4304805-4305440|1:4305023:4304170-4305023	1:4305023:4304170-4305023	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69276	69277	168	A	1	2	Long	mixed	Consolidation,Trend	4425945,4424365	2:4423432:4422615-4423432|1:4424183:4422615-4424183	1:4424183:4422615-4424183	Trend	type3	001000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69278	69279	169	A	1	2	Long	mixed	Consolidation,Trend	4452130,4440841	2:4427289:4426975-4427289|1:4440792:4438641-4440792	1:4440792:4438641-4440792	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69280	69281	170	A	1	2	Long	mixed	Consolidation,Trend	4457363,4455985	2:4454627:4454323-4454627|1:4455936:4450178-4455936	1:4455936:4450178-4455936	Trend	type3	001000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69282	69283	171	A	1	2	Long	trend	Trend,Trend	4504159,4496985	2:4491546:4490555-4491546|1:4490257:4489729-4490257	1:4490257:4489729-4490257	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69284	69285	173	A	1	2	Long	trend	Trend,Trend	4613496,4521127	2:4613433:4520390-4613433|1:4519554:4519496-4519554	1:4519554:4519496-4519554	Trend	type2	010000	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69286	69287	174	A	1	2	Long	trend	Trend,Trend	4613496,4544564	2:4613433:4520390-4613433|1:4543049:4542860-4543049	1:4543049:4542860-4543049	Trend	type1	100000	XiaozhuandaCandidate	01	S8_P3_TREND_OWNER_B_GATE_INFERRED	INFERRED_OWNER_NOT_EMITTED	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69288	69289	175	A	1	2	Long	trend	Trend,Trend	4607533,4584710	2:4607337:4565898-4607337|1:4579293:4578801-4579293	1:4579293:4578801-4579293	Trend	type2	010000	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69758	69759	451	A	1	2	Short	mixed	Consolidation,Trend	43441,34594	2:17018:16724-17018|1:29334:28554-29334	1:29334:28554-29334	Trend	type2	000010	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69760	69761	452	A	1	2	Short	mixed	Consolidation,Trend	43441,38860	2:17018:16724-17018|1:37287:35223-37287	1:37287:35223-37287	Trend	type3	000001	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69766	69767	455	A	1	2	Short	trend	Trend,Trend	109405,96583	2:109362:95283-109362|1:92948:92759-92948	1:92948:92759-92948	Trend	type2	000010	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69768	69769	456	A	1	2	Short	mixed	Consolidation,Trend	113323,105787	2:101011:100498-101011|1:105731:101711-105731	1:105731:101711-105731	Trend	type3	000001	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69772	69773	459	A	1	2	Short	trend	Trend,Trend	4613104,172599	2:4613084:163276-4613084|1:168353:166931-168353	1:168353:166931-168353	Trend	type2	000010	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69774	69775	460	A	1	2	Short	mixed	Consolidation,Trend	206687,202990	2:199604:199386-199604|1:202926:199386-202926	1:202926:199386-202926	Trend	type3	000001	NestedConfirmed	11	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69778	69779	462	A	1	2	Short	trend	Trend,Trend	4613104,224388	2:4613084:204661-4613084|1:221860:221214-221860	1:221860:221214-221860	Trend	type2	000010	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69780	69781	463	A	1	2	Short	trend	Trend,Trend	4613104,233748	2:4613084:204661-4613084|1:232696:229311-232696	1:232696:229311-232696	Trend	type2	000010	XiaozhuandaCandidate	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
69782	69783	464	A	1	2	Short	trend	Trend,Trend	4613104,236194	2:4613084:204661-4613084|1:234038:233725-234038	1:234038:233725-234038	Trend	type2	000010	ExecEvidenceOnly	01	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
