ticker,trigger_date,case,coil_days,pivot_date,pivot_close,pivot_vol,dry_last_ratio,dry_mean_ratio,max_daily_amp,pullback,notes
CRNC,2026-05-27,V2(C=2),2,2026-05-22,10.979999542236328,4580900.0,0.23844659346416644,0.2916348315833133,0.06922,0.01821,coil2.91% dry_last24%
SPOT,2026-05-27,V2(C=3),3,2026-05-21,489.92999267578125,7301900.0,0.2552349388515318,0.4464363156621336,0.05858,-0.03137,coil3.45% dry_last26%
PLCE,2026-05-27,V2(C=2),2,2026-05-22,3.4000000953674316,314000.0,0.28885350318471337,0.32213375796178345,0.04942,0.00882,coil3.53% dry_last29%
IRMD,2026-05-27,V2(C=3),3,2026-05-21,93.16999816894531,332300.0,0.30935901294011436,0.3483799779315879,0.04401,0.02361,coil1.18% dry_last31%
RL,2026-05-27,V2(C=3),3,2026-05-21,374.8999938964844,2116500.0,0.33786912355303567,0.4015749271596189,0.03478,0.00888,coil1.48% dry_last34%
OPAL,2026-05-27,V2(C=2),2,2026-05-22,2.1600000858306885,537100.0,0.35337925898342953,0.4769130515732638,0.05093,0.02778,coil0.46% dry_last35%
IBM,2026-05-27,V2(C=3),3,2026-05-21,252.97000122070312,25707800.0,0.3608048919005127,0.48758872145159576,0.04344,0.02973,coil1.78% dry_last36%
AREC,2026-05-27,V2(C=2),2,2026-05-22,2.1600000858306885,8212500.0,0.3911232876712329,0.45206697108066973,0.08036,-0.00463,coil3.24% dry_last39%
CYRX,2026-05-26,V2(C=3),3,2026-05-20,14.069999694824219,2003700.0,0.223736088236762,0.3388398130125934,0.03554,0.0199,coil1.85% dry_last22%
CERS,2026-05-26,V2(C=4),4,2026-05-19,2.700000047683716,4450600.0,0.2637846582483261,0.4443333483125871,0.05576,0.02963,coil1.85% dry_last26%
SKYT,2026-05-26,V2(C=2),2,2026-05-21,37.0,2226200.0,0.28811427544694995,0.4561360165304106,0.04022,0.01486,coil0.43% dry_last29%
IRMD,2026-05-26,V2(C=2),2,2026-05-21,93.16999816894531,332300.0,0.3078543484802889,0.3678904604273247,0.04401,0.02361,coil0.90% dry_last31%
RSSS,2026-05-26,V2(C=2),2,2026-05-21,2.259999990463257,184100.0,0.32156436719174364,0.3134166214014123,0.03556,0.01327,coil0.88% dry_last32%
CBLL,2026-05-26,V2(C=2),2,2026-05-21,18.739999771118164,563600.0,0.3321504613200852,0.3473207948899929,0.02824,0.00747,coil0.16% dry_last33%
SWIM,2026-05-26,V2(C=2),2,2026-05-21,5.159999847412109,1122500.0,0.3515367483296214,0.4280178173719376,0.02778,-0.00194,coil2.52% dry_last35%
SPOT,2026-05-26,V2(C=2),2,2026-05-21,489.92999267578125,7301900.0,0.3600843616045139,0.5420370040674345,0.05858,-0.03137,coil2.01% dry_last36%
WSM,2026-05-26,V2(C=2),2,2026-05-21,191.94000244140625,2603000.0,0.3712255090280446,0.37798693814829043,0.0241,0.00386,coil3.06% dry_last37%
EXLS,2026-05-26,V2(C=4),4,2026-05-19,28.969999313354492,3846600.0,0.37352467113814797,0.47937139291842146,0.04177,0.0252,coil1.93% dry_last37%
